mois,phase,niveau,momentum,ecart_potentiel,pib_yoy,provisoire,sahm,chomage
2013-02,Reprise,0,1,-2.518,1.701,False,0.1,7.7
2013-03,Reprise,0,1,-2.518,1.701,False,0.0,7.5
2013-04,Reprise,0,1,-2.701,1.52,False,0.0,7.6
2013-05,Reprise,0,1,-2.701,1.52,False,0.0,7.5
2013-06,Reprise,0,1,-2.701,1.52,False,0.0,7.5
2013-07,Reprise,0,1,-2.306,2.237,False,0.0,7.3
2013-08,Reprise,0,1,-2.306,2.237,False,0.0,7.2
2013-09,Reprise,0,1,-2.306,2.237,False,0.0,7.2
2013-10,Reprise,0,1,-1.899,3.009,False,0.0,7.2
2013-11,Reprise,0,1,-1.899,3.009,False,0.0,6.9
2013-12,Reprise,0,1,-1.899,3.009,False,0.0,6.7
2014-01,Reprise,0,1,-2.715,1.651,False,0.0,6.6
2014-02,Reprise,0,1,-2.715,1.651,False,0.0,6.7
2014-03,Reprise,0,1,-2.715,1.651,False,0.0,6.7
2014-04,Reprise,0,1,-1.906,2.689,False,0.0,6.2
2014-05,Reprise,0,1,-1.906,2.689,False,0.0,6.3
2014-06,Reprise,0,1,-1.906,2.689,False,0.0,6.1
2014-07,Reprise,0,1,-1.183,3.06,False,0.0,6.2
2014-08,Reprise,0,1,-1.183,3.06,False,0.0,6.1
2014-09,Reprise,0,1,-1.183,3.06,False,0.0,5.9
2014-10,Reprise,0,1,-1.171,2.686,False,0.0,5.7
2014-11,Reprise,0,1,-1.171,2.686,False,0.0,5.8
2014-12,Reprise,0,1,-1.171,2.686,False,0.0,5.6
2015-01,Reprise,0,1,-0.775,3.969,False,0.0,5.7
2015-02,Reprise,0,1,-0.775,3.969,False,0.0,5.5
2015-03,Reprise,0,1,-0.775,3.969,False,0.0,5.4
2015-04,Decrochage,0,0,-0.662,3.279,False,0.0,5.4
2015-05,Decrochage,0,0,-0.662,3.279,False,0.033,5.6
2015-06,Decrochage,0,0,-0.662,3.279,False,0.0,5.3
2015-07,Decrochage,0,0,-0.769,2.447,False,0.0,5.2
2015-08,Decrochage,0,0,-0.769,2.447,False,0.0,5.1
2015-09,Decrochage,0,0,-0.769,2.447,False,0.0,5.0
2015-10,Decrochage,0,0,-1.095,2.12,False,0.0,5.0
2015-11,Decrochage,0,0,-1.095,2.12,False,0.0,5.1
2015-12,Decrochage,0,0,-1.095,2.12,False,0.0,5.0
2016-01,Decrochage,0,0,-1.029,1.795,False,0.0,4.8
2016-02,Decrochage,0,0,-1.029,1.795,False,0.0,4.9
2016-03,Decrochage,0,0,-1.029,1.795,False,0.0,5.0
2016-04,Decrochage,0,0,-1.219,1.493,False,0.1,5.1
2016-05,Decrochage,0,0,-1.219,1.493,False,0.067,4.8
2016-06,Decrochage,0,0,-1.219,1.493,False,0.033,4.9
2016-07,Reprise,0,1,-1.017,1.806,False,0.0,4.8
2016-08,Reprise,0,1,-1.017,1.806,False,0.033,4.9
2016-09,Reprise,0,1,-1.017,1.806,False,0.067,5.0
2016-10,Reprise,0,1,-0.964,2.182,False,0.1,4.9
2016-11,Reprise,0,1,-0.964,2.182,False,0.033,4.7
2016-12,Reprise,0,1,-0.964,2.182,False,0.0,4.7
2017-01,Reprise,0,1,-0.976,2.087,False,0.0,4.7
2017-02,Reprise,0,1,-0.976,2.087,False,0.0,4.6
2017-03,Reprise,0,1,-0.976,2.087,False,0.0,4.4
2017-04,Reprise,0,1,-0.913,2.33,False,0.0,4.4
2017-05,Reprise,0,1,-0.913,2.33,False,0.0,4.4
2017-06,Reprise,0,1,-0.913,2.33,False,0.0,4.3
2017-07,Reprise,0,1,-0.624,2.411,False,0.0,4.3
2017-08,Reprise,0,1,-0.624,2.411,False,0.0,4.4
2017-09,Reprise,0,1,-0.624,2.411,False,0.0,4.3
2017-10,Reprise,0,1,-0.002,2.994,False,0.0,4.2
2017-11,Reprise,0,1,-0.002,2.994,False,0.0,4.2
2017-12,Reprise,0,1,-0.002,2.994,False,0.0,4.1
2018-01,Ralentissement,1,0,0.304,3.329,False,0.0,4.0
2018-02,Ralentissement,1,0,0.304,3.329,False,0.0,4.1
2018-03,Ralentissement,1,0,0.304,3.329,False,0.0,4.0
2018-04,Ralentissement,1,0,0.321,3.299,False,0.0,4.0
2018-05,Ralentissement,1,0,0.321,3.299,False,0.0,3.8
2018-06,Ralentissement,1,0,0.321,3.299,False,0.0,4.0
2018-07,Ralentissement,1,0,0.43,3.13,False,0.0,3.8
2018-08,Ralentissement,1,0,0.43,3.13,False,0.0,3.8
2018-09,Ralentissement,1,0,0.43,3.13,False,0.0,3.7
2018-10,Ralentissement,1,0,0.052,2.125,False,0.0,3.8
2018-11,Ralentissement,1,0,0.052,2.125,False,0.0,3.8
2018-12,Ralentissement,1,0,0.052,2.125,False,0.067,3.9
2019-01,Ralentissement,1,0,0.146,1.934,False,0.133,4.0
2019-02,Ralentissement,1,0,0.146,1.934,False,0.133,3.8
2019-03,Ralentissement,1,0,0.146,1.934,False,0.1,3.8
2019-04,Ralentissement,1,0,0.45,2.242,False,0.0,3.7
2019-05,Ralentissement,1,0,0.45,2.242,False,0.0,3.6
2019-06,Ralentissement,1,0,0.45,2.242,False,0.0,3.6
2019-07,Ralentissement,1,0,1.088,2.797,False,0.0,3.7
2019-08,Ralentissement,1,0,1.088,2.797,False,0.0,3.6
2019-09,Ralentissement,1,0,1.088,2.797,False,0.0,3.5
2019-10,Ralentissement,1,0,1.259,3.352,False,0.0,3.6
2019-11,Ralentissement,1,0,1.259,3.352,False,0.0,3.6
2019-12,Ralentissement,1,0,1.259,3.352,False,0.033,3.6
2020-01,Decrochage,0,0,-0.562,1.359,False,0.033,3.6
2020-02,Decrochage,0,0,-0.562,1.359,False,0.0,3.5
2020-03,Decrochage,0,0,-0.562,1.359,False,0.267,4.4
2020-04,Decrochage,0,0,-9.245,-7.399,False,4.0,14.8
2020-05,Decrochage,0,0,-9.245,-7.399,False,7.233,13.2
2020-06,Decrochage,0,0,-9.245,-7.399,False,9.433,11.0
2020-07,Reprise,0,1,-2.221,-1.365,False,7.9,10.2
2020-08,Reprise,0,1,-2.221,-1.365,False,6.3,8.4
2020-09,Reprise,0,1,-2.221,-1.365,False,5.233,7.8
2020-10,Reprise,0,1,-1.55,-0.922,False,4.1,6.8
2020-11,Reprise,0,1,-1.55,-0.922,False,3.533,6.7
2020-12,Reprise,0,1,-1.55,-0.922,False,3.167,6.7
2021-01,Reprise,0,1,-0.637,1.801,False,3.033,6.4
2021-02,Reprise,0,1,-0.637,1.801,False,2.6,6.2
2021-03,Reprise,0,1,-0.637,1.801,False,0.0,6.1
2021-04,Ralentissement,1,0,0.555,12.386,False,0.0,6.1
2021-05,Ralentissement,1,0,0.555,12.386,False,0.0,5.8
2021-06,Ralentissement,1,0,0.555,12.386,False,0.0,5.9
2021-07,Ralentissement,1,0,0.848,5.151,False,0.0,5.4
2021-08,Ralentissement,1,0,0.848,5.151,False,0.0,5.1
2021-09,Ralentissement,1,0,0.848,5.151,False,0.0,4.7
2021-10,Ralentissement,1,0,1.997,5.756,False,0.0,4.5
2021-11,Ralentissement,1,0,1.997,5.756,False,0.0,4.1
2021-12,Ralentissement,1,0,1.997,5.756,False,0.0,3.9
2022-01,Ralentissement,1,0,1.165,4.035,False,0.0,4.0
2022-02,Ralentissement,1,0,1.165,4.035,False,0.0,3.8
2022-03,Ralentissement,1,0,1.165,4.035,False,0.0,3.6
2022-04,Ralentissement,1,0,0.722,2.454,False,0.0,3.7
2022-05,Ralentissement,1,0,0.722,2.454,False,0.0,3.6
2022-06,Ralentissement,1,0,0.722,2.454,False,0.0,3.6
2022-07,Ralentissement,1,0,0.821,2.349,False,0.0,3.5
2022-08,Ralentissement,1,0,0.821,2.349,False,0.0,3.6
2022-09,Ralentissement,1,0,0.821,2.349,False,0.0,3.5
2022-10,Ralentissement,1,0,0.873,1.317,False,0.033,3.6
2022-11,Ralentissement,1,0,0.873,1.317,False,0.033,3.6
2022-12,Ralentissement,1,0,0.873,1.317,False,0.033,3.5
2023-01,Explosion,1,1,0.941,2.311,False,0.0,3.4
2023-02,Explosion,1,1,0.941,2.311,False,0.0,3.6
2023-03,Explosion,1,1,0.941,2.311,False,0.0,3.5
2023-04,Explosion,1,1,0.901,2.793,False,0.0,3.4
2023-05,Explosion,1,1,0.901,2.793,False,0.033,3.7
2023-06,Explosion,1,1,0.901,2.793,False,0.067,3.6
2023-07,Explosion,1,1,1.382,3.233,False,0.1,3.5
2023-08,Explosion,1,1,1.382,3.233,False,0.133,3.8
2023-09,Explosion,1,1,1.382,3.233,False,0.2,3.8
2023-10,Explosion,1,1,1.556,3.391,False,0.3,3.8
2023-11,Explosion,1,1,1.556,3.391,False,0.267,3.7
2023-12,Explosion,1,1,1.556,3.391,False,0.233,3.7
2024-01,Ralentissement,1,0,1.103,2.863,False,0.2,3.7
2024-02,Ralentissement,1,0,1.103,2.863,False,0.267,3.9
2024-03,Ralentissement,1,0,1.103,2.863,False,0.3,3.8
2024-04,Ralentissement,1,0,1.329,3.127,False,0.333,3.9
2024-05,Ralentissement,1,0,1.329,3.127,False,0.333,4.0
2024-06,Ralentissement,1,0,1.329,3.127,False,,
2024-07,Ralentissement,1,0,1.509,2.791,False,,
2024-08,Ralentissement,1,0,1.509,2.791,False,,
2024-09,Ralentissement,1,0,1.509,2.791,False,,
2024-10,Ralentissement,1,0,1.345,2.4,False,,
2024-11,Ralentissement,1,0,1.345,2.4,False,,
2024-12,Ralentissement,1,0,1.345,2.4,False,,
2025-01,Ralentissement,1,0,0.569,2.019,False,,
2025-02,Ralentissement,1,0,0.569,2.019,False,,
2025-03,Ralentissement,1,0,0.569,2.019,False,,
2025-04,Ralentissement,1,0,0.94,2.08,False,,
2025-05,Ralentissement,1,0,0.94,2.08,False,,
2025-06,Ralentissement,1,0,0.94,2.08,False,,
2025-07,Ralentissement,1,0,1.453,2.335,False,,
2025-08,Ralentissement,1,0,1.453,2.335,False,,
2025-09,Ralentissement,1,0,1.453,2.335,False,,
2025-10,Ralentissement,1,0,1.022,1.989,False,,
2025-11,Ralentissement,1,0,1.022,1.989,False,,
2025-12,Ralentissement,1,0,1.022,1.989,False,,
2026-01,Explosion,1,1,0.978,2.685,True,,
2026-02,Explosion,1,1,0.978,2.685,True,,
2026-03,Explosion,1,1,0.978,2.685,True,,
2026-04,Explosion,1,1,0.822,2.098,True,,
2026-05,Explosion,1,1,0.822,2.098,True,,
2026-06,Explosion,1,1,0.822,2.098,True,,
